(6.6851204613133834, 2.0184649612508676),
(6.7304998807984955, 2.119604802453042),
(6.797264798969881, 2.2053559024712834),
(6.880823637760756, 2.2789914418762884),
(6.955684639919697, 2.3588243283271577),
(7.007403925431877, 2.4552964361596223),
(7.0517854704713585, 2.557294524213018),
(7.102177475261595, 2.6551716844807847),
(7.149955536448818, 2.7541040496571543),
(7.191134675961283, 2.856924563624855),
(7.249816369774722, 2.95006900497354),
(7.340581263804289, 3.02443443300699),
(7.423673049363687, 3.098719239335552),
(7.449811708612907, 3.196673674696831),
(7.440464663388488, 3.310702679376638),
(7.486249231507287, 3.4023566569842134),
(7.580847527902858, 3.473433186850969),
(7.6495901793840115, 3.5541835734923066),
(7.65085965112768, 3.6624049424499288),
(7.651923015608649, 3.77468717768105),
(7.699359522795014, 3.8736216110084167),
(7.759507207931829, 3.9687042039096894),
(7.807844972197492, 4.067237035740376),
(7.85739558772147, 4.165738918939393),
(7.913052208247338, 4.262628518532633),
(7.95060151421432, 4.363695642966773),
(7.9546866239393985, 4.472696971406139),
(7.94217730162657, 4.5857481254455585),
(7.937775992060359, 4.696861290458555),
(7.968707273248306, 4.79913298920361),
(8.024206405810185, 4.895796309491256),
(8.058697727804146, 4.9992346634738585),
(8.054610636069931, 5.110587596881063),
(8.023752893017425, 5.219289878058719),
(7.971184782568129, 5.316342961127052),
(7.898027644906275, 5.3961222088395715),
(7.820470795549651, 5.4785706163827665),
(7.748468344273018, 5.571609918058986),
(7.667353739104454, 5.639407846809712),
(7.563834576093578, 5.651486884831391),
(7.450764268486909, 5.646550127391134),
(7.34815361221853, 5.680622709417955),
(7.2533147988063025, 5.742489987529785),
(7.1579749891336295, 5.803878671369944),
(7.057473872853423, 5.844664299037035),
(6.949438436307988, 5.852809524833658),
(6.837896795054549, 5.8465764270032405),
(6.727523113510754, 5.84625837183024),
(6.618242594906775, 5.846533643198532),
(6.508667190400752, 5.844698671756436),
(6.396864312077925, 5.851564779114764),
(6.286121760102564, 5.854833870028633),
(6.184840958858766, 5.818026566499816),
(6.088191995807472, 5.76141376627303),
(5.98268766399905, 5.742499550536435),
(5.871179347275461, 5.748885337063156),
(5.7676080862674315, 5.720920344774395),
(5.6714116760814886, 5.662577971840459),
(5.5753697393355, 5.606246288860657),
(5.476343167709858, 5.559492771788033),
(5.3741048990115505, 5.5163349746533985),
(5.275880966696381, 5.466520911336827),
(5.191827615986499, 5.398846621914698),
(5.117200310911786, 5.318096068281225),
(5.037884384095102, 5.239094830249458),
(4.94407641288006, 5.176798330068069),
(4.838979978143458, 5.1460850080157226),
(4.728518177808121, 5.148331546937603),
(4.6197549662570285, 5.1417494344012695),
(4.518519537382211, 5.097976302104849),
(4.427817223760206, 5.030987302236126),
(4.347738178953193, 4.955066161781399),
(4.272925750357178, 4.8751110809654445),
(4.197647122002266, 4.794733629674781),
(4.119979874068246, 4.716250936540936),
(4.040564905076481, 4.6411084947822605),
(3.9606354601048097, 4.568459398535458),
(3.8831425944551676, 4.490277857540708),
(3.810999929163088, 4.398128523019375),
(3.738821885533452, 4.305741309846098),
(3.653103828194984, 4.248530275666321),
(3.5455198778314876, 4.246849215693546),
(3.434398011712226, 4.243934535633166),
(3.3359910986167254, 4.1935346211552975),
(3.238102212939728, 4.144388951590734),
(3.129462791845244, 4.138914320083716),
(3.016999396675865, 4.148828856073186),
(2.906956133605696, 4.149019573687415),
(2.7978325562831228, 4.145428463006947),
(2.6878771321487522, 4.145220327215712),
(2.5763277900661845, 4.151758549118691),
(2.4666726264407792, 4.150306007487313),
(2.364375203177887, 4.1176796672653975),
(2.267820513577013, 4.060722661410715),
(2.1723082622687384, 3.9993611845791137),
(2.0731036880152476, 3.9536294545323654),
(1.9662565066649957, 3.9402349822133806),
(1.8547861486712032, 3.946487166334467),
(1.744228471411911, 3.9489951705355053),
(1.634744461137912, 3.9466145911127835),
(1.5250272152061175, 3.944931688930209),
(1.4143615901970092, 3.9489160390622025),
(1.303739664976498, 3.9528575326633244),
(1.1969147194068555, 3.933456596169744),
(1.0976779553946603, 3.8835842063801436),
(1.0094240245908246, 3.8151932186178867),
(0.9311219802041584, 3.7378550589138633),
(0.8566102478163689, 3.6572854266252546),
(0.7803362086886443, 3.578218268517512),
(0.7020519960708169, 3.500864906140953),
(0.6234429120505962, 3.4237885164860757),
(0.5454883859455998, 3.3461540762119593),
(0.46796552128821844, 3.268151618177249),
